dataset,sequence,method,kappa_bin,n,rmse_vs_ref
Pit30M,01959149_00,central,2e-02-1e-01,10266,0.0025211781576317737
Pit30M,01959149_00,central,1e-01-1e+00,17690,0.0007251478319736805
Pit30M,01959149_00,family_a_W5,0e+00-1e-03,43429,0.006142057659916646
Pit30M,01959149_00,family_a_W5,1e-03-5e-03,35836,0.006189823937856913
Pit30M,01959149_00,family_a_W5,5e-03-2e-02,19266,0.005378144484132469
Pit30M,01959149_00,family_a_W5,2e-02-1e-01,10266,0.002522430199206339
Pit30M,01959149_00,family_a_W5,1e-01-1e+00,17690,0.0007324903993114062
Pit30M,01959149_01,central,0e+00-1e-03,5165,0.0032604322481040856
Pit30M,01959149_01,central,1e-03-5e-03,5964,0.005165222880157007
Pit30M,01959149_01,central,5e-03-2e-02,5152,0.00470105811690535
Pit30M,01959149_01,central,2e-02-1e-01,1053,0.0047272329312758885
Pit30M,01959149_01,central,1e-01-1e+00,918,0.0020344119801265523
Pit30M,01959149_01,family_a_W5,0e+00-1e-03,5165,0.0032626661444732966
Pit30M,01959149_01,family_a_W5,1e-03-5e-03,5964,0.005159415314093449
Pit30M,01959149_01,family_a_W5,5e-03-2e-02,5152,0.004700029030992895
Pit30M,01959149_01,family_a_W5,2e-02-1e-01,1053,0.0047215760727408315
Pit30M,01959149_01,family_a_W5,1e-01-1e+00,918,0.002035453071132637
Pit30M,01959149_02,central,0e+00-1e-03,23,0.014792678728342524
Pit30M,01959149_02,central,1e-03-5e-03,100,0.011107836520109757
Pit30M,01959149_02,central,5e-03-2e-02,578,0.01636873849414313
Pit30M,01959149_02,central,2e-02-1e-01,545,0.01031944400388024
Pit30M,01959149_02,central,1e-01-1e+00,579,0.008288868047144425
Pit30M,01959149_02,family_a_W5,0e+00-1e-03,23,0.014797604138307394
Pit30M,01959149_02,family_a_W5,1e-03-5e-03,100,0.011110585668753848
Pit30M,01959149_02,family_a_W5,5e-03-2e-02,578,0.016348617043839848
Pit30M,01959149_02,family_a_W5,2e-02-1e-01,545,0.010320707450025128
Pit30M,01959149_02,family_a_W5,1e-01-1e+00,579,0.008294853282543639
Pit30M,01959149_03,central,0e+00-1e-03,3088,0.007884584563313028
Pit30M,01959149_03,central,1e-03-5e-03,7291,0.008536971378681429
Pit30M,01959149_03,central,5e-03-2e-02,4240,0.007081448787276402
Pit30M,01959149_03,central,2e-02-1e-01,3188,0.00413605407039296
Pit30M,01959149_03,central,1e-01-1e+00,2908,0.0019806426494243883
Pit30M,01959149_03,family_a_W5,0e+00-1e-03,3088,0.007881121094998944
Pit30M,01959149_03,family_a_W5,1e-03-5e-03,7291,0.00853557018520084
Pit30M,01959149_03,family_a_W5,5e-03-2e-02,4240,0.0070807949395837195
Pit30M,01959149_03,family_a_W5,2e-02-1e-01,3188,0.004127568756515931
Pit30M,01959149_03,family_a_W5,1e-01-1e+00,2908,0.0019757295497857003
Pit30M,01959149_04,central,0e+00-1e-03,202,0.0007526673335181408
Pit30M,01959149_04,central,1e-03-5e-03,608,0.0007240856480779517
Pit30M,01959149_04,central,5e-03-2e-02,724,0.0005711150282293513
Pit30M,01959149_04,central,2e-02-1e-01,296,0.0001603468780607229
Pit30M,01959149_04,central,1e-01-1e+00,389,2.1214569144264775e-05
Pit30M,01959149_04,family_a_W5,0e+00-1e-03,202,0.0007487582938357712
Pit30M,01959149_04,family_a_W5,1e-03-5e-03,608,0.0006878410785230774
Pit30M,01959149_04,family_a_W5,5e-03-2e-02,724,0.0005270872444093527
Pit30M,01959149_04,family_a_W5,2e-02-1e-01,296,0.00017804910996622021
Pit30M,01959149_04,family_a_W5,1e-01-1e+00,389,2.557608329882311e-05
Pit30M,01959149_05,central,0e+00-1e-03,20714,0.007320370901495227
Pit30M,01959149_05,central,1e-03-5e-03,19472,0.0074724326142043725
Pit30M,01959149_05,central,5e-03-2e-02,6400,0.005155526527137886
Pit30M,01959149_05,central,2e-02-1e-01,3875,0.0018325556384647856
Pit30M,01959149_05,central,1e-01-1e+00,7737,0.0006298185235463264
Pit30M,01959149_05,family_a_W5,0e+00-1e-03,20714,0.007319159928725409
Pit30M,01959149_05,family_a_W5,1e-03-5e-03,19472,0.007471053974689271
Pit30M,01959149_05,family_a_W5,5e-03-2e-02,6400,0.005151038635310793
Pit30M,01959149_05,family_a_W5,2e-02-1e-01,3875,0.001824139420435212
Pit30M,01959149_05,family_a_W5,1e-01-1e+00,7737,0.0006299605044436601
Pit30M,01959149_06,central,0e+00-1e-03,22037,0.0026016164661390078
Pit30M,01959149_06,central,1e-03-5e-03,20864,0.003219290128389912
Pit30M,01959149_06,central,5e-03-2e-02,9105,0.0022268880872447984
Pit30M,01959149_06,central,2e-02-1e-01,5629,0.0014823595409993592
Pit30M,01959149_06,central,1e-01-1e+00,12615,0.00021939887383722972
Pit30M,01959149_06,family_a_W5,0e+00-1e-03,22037,0.0026010639364587203
Pit30M,01959149_06,family_a_W5,1e-03-5e-03,20864,0.003220318279941596
Pit30M,01959149_06,family_a_W5,5e-03-2e-02,9105,0.0022276907431397785
Pit30M,01959149_06,family_a_W5,2e-02-1e-01,5629,0.0014878406185511155
Pit30M,01959149_06,family_a_W5,1e-01-1e+00,12615,0.00022546805737460278
Pit30M,01959149_07,central,0e+00-1e-03,11710,0.005973180208263963
Pit30M,01959149_07,central,1e-03-5e-03,8696,0.006863248062194047
Pit30M,01959149_07,central,5e-03-2e-02,5330,0.005315867855515414
Pit30M,01959149_07,central,2e-02-1e-01,5142,0.002688869850072277
Pit30M,01959149_07,central,1e-01-1e+00,19792,0.00019684789752005418
Pit30M,01959149_07,family_a_W5,0e+00-1e-03,11710,0.005972981575407394
Pit30M,01959149_07,family_a_W5,1e-03-5e-03,8696,0.006862560620627071
Pit30M,01959149_07,family_a_W5,5e-03-2e-02,5330,0.005318132893311156
Pit30M,01959149_07,family_a_W5,2e-02-1e-01,5142,0.0026912402036404198
Pit30M,01959149_07,family_a_W5,1e-01-1e+00,19792,0.00019572394545017716
Pit30M,01d09d4c_00,central,0e+00-1e-03,356,0.01659645939983207
Pit30M,01d09d4c_00,central,1e-03-5e-03,754,0.012020651629084705
Pit30M,01d09d4c_00,central,5e-03-2e-02,260,0.009130266022720795
Pit30M,01d09d4c_00,central,2e-02-1e-01,466,0.006397783083373554
Pit30M,01d09d4c_00,central,1e-01-1e+00,1146,0.0013586168094168638
Pit30M,01d09d4c_00,family_a_W5,0e+00-1e-03,356,0.016588148178069088
Pit30M,01d09d4c_00,family_a_W5,1e-03-5e-03,754,0.012019560857644678
Pit30M,01d09d4c_00,family_a_W5,5e-03-2e-02,260,0.009136531247216874
Pit30M,01d09d4c_00,family_a_W5,2e-02-1e-01,466,0.00639956591587538
Pit30M,01d09d4c_00,family_a_W5,1e-01-1e+00,1146,0.0013645375333228855
Pit30M,01d09d4c_01,central,0e+00-1e-03,33799,0.007104819239749373
Pit30M,01d09d4c_01,central,1e-03-5e-03,29437,0.007990846145411255
Pit30M,01d09d4c_01,central,5e-03-2e-02,9474,0.006357530637266459
Pit30M,01d09d4c_01,central,2e-02-1e-01,6661,0.002703939694409086
Pit30M,01d09d4c_01,central,1e-01-1e+00,35357,0.0003164591271284284
Pit30M,01d09d4c_01,family_a_W5,0e+00-1e-03,33799,0.00710301543355941
Pit30M,01d09d4c_01,family_a_W5,1e-03-5e-03,29437,0.007991991209361117
Pit30M,01d09d4c_01,family_a_W5,5e-03-2e-02,9474,0.006361765776118976
Pit30M,01d09d4c_01,family_a_W5,2e-02-1e-01,6661,0.002704969729706897
Pit30M,01d09d4c_01,family_a_W5,1e-01-1e+00,35357,0.000319115362594402
Pit30M,01e21524_00,central,0e+00-1e-03,399,0.0010389710543204
Pit30M,01e21524_00,central,1e-03-5e-03,1453,0.0010190096633905421
Pit30M,01e21524_00,central,5e-03-2e-02,3730,0.0011145885139816941
Pit30M,01e21524_00,central,2e-02-1e-01,5242,0.001176818270127921
Pit30M,01e21524_00,central,1e-01-1e+00,3178,0.0009432470293799541
Pit30M,01e21524_00,family_a_W5,0e+00-1e-03,399,0.001042546217736407
Pit30M,01e21524_00,family_a_W5,1e-03-5e-03,1453,0.0010189975726673415
Pit30M,01e21524_00,family_a_W5,5e-03-2e-02,3730,0.0011141277019426977
Pit30M,01e21524_00,family_a_W5,2e-02-1e-01,5242,0.001176738726700308
Pit30M,01e21524_00,family_a_W5,1e-01-1e+00,3178,0.0009412362611360984
Pit30M,01e21524_01,central,0e+00-1e-03,284,0.0014081315933529893
Pit30M,01e21524_01,central,1e-03-5e-03,957,0.0017989072400328072
Pit30M,01e21524_01,central,5e-03-2e-02,1998,0.0018990962475806052
Pit30M,01e21524_01,central,2e-02-1e-01,2469,0.001625553306662042
Pit30M,01e21524_01,central,1e-01-1e+00,706,3.845963288996592e-05
Pit30M,01e21524_01,family_a_W5,0e+00-1e-03,284,0.0014086119425345402
Pit30M,01e21524_01,family_a_W5,1e-03-5e-03,957,0.0017955381428021566
Pit30M,01e21524_01,family_a_W5,5e-03-2e-02,1998,0.0018992450653074317
Pit30M,01e21524_01,family_a_W5,2e-02-1e-01,2469,0.0016284322770549805
Pit30M,01e21524_01,family_a_W5,1e-01-1e+00,706,4.330729839048827e-05
Pit30M,01e21524_02,central,0e+00-1e-03,357,0.0011301006848817876
Pit30M,01e21524_02,central,1e-03-5e-03,1244,0.0013187249590747355
Pit30M,01e21524_02,central,5e-03-2e-02,1887,0.0022360855343546695
Pit30M,01e21524_02,central,2e-02-1e-01,2778,0.001950331269256095
Pit30M,01e21524_02,central,1e-01-1e+00,3918,0.0006212370712711411
Pit30M,01e21524_02,family_a_W5,0e+00-1e-03,357,0.0011265171372349919
Pit30M,01e21524_02,family_a_W5,1e-03-5e-03,1244,0.0013158257697930594
Pit30M,01e21524_02,family_a_W5,5e-03-2e-02,1887,0.002229285505676889
Pit30M,01e21524_02,family_a_W5,2e-02-1e-01,2778,0.001953823595378746
Pit30M,01e21524_02,family_a_W5,1e-01-1e+00,3918,0.0006226219936375927
Pit30M,01e21524_03,central,0e+00-1e-03,238,0.0007877993395324193
Pit30M,01e21524_03,central,1e-03-5e-03,1029,0.0005183424799649782
Pit30M,01e21524_03,central,5e-03-2e-02,1875,0.0017131066434679918
Pit30M,01e21524_03,central,2e-02-1e-01,1721,0.0018844152158191104
Pit30M,01e21524_03,family_a_W5,0e+00-1e-03,238,0.0007866415604969394
Pit30M,01e21524_03,family_a_W5,1e-03-5e-03,1029,0.000517639285025634
Pit30M,01e21524_03,family_a_W5,5e-03-2e-02,1875,0.0017116029610476655
Pit30M,01e21524_03,family_a_W5,2e-02-1e-01,1721,0.0018800599087878617
Pit30M,01e21524_04,central,0e+00-1e-03,443,0.001497543402344842
Pit30M,01e21524_04,central,1e-03-5e-03,1321,0.0016056819946839525
Pit30M,01e21524_04,central,5e-03-2e-02,1465,0.002070280271617138
Pit30M,01e21524_04,central,2e-02-1e-01,2064,0.0019510012066770725
Pit30M,01e21524_04,central,1e-01-1e+00,882,0.0017535373944400422
Pit30M,01e21524_04,family_a_W5,0e+00-1e-03,443,0.001497842065849141
Pit30M,01e21524_04,family_a_W5,1e-03-5e-03,1321,0.0016006251663696013
Pit30M,01e21524_04,family_a_W5,5e-03-2e-02,1465,0.0020721252211400192
Pit30M,01e21524_04,family_a_W5,2e-02-1e-01,2064,0.001946000581696499
Pit30M,01e21524_04,family_a_W5,1e-01-1e+00,882,0.001750763923245488
Pit30M,01e21524_05,central,0e+00-1e-03,178,0.0017695007725157543
Pit30M,01e21524_05,central,1e-03-5e-03,499,0.0022438906715487447
Pit30M,01e21524_05,central,5e-03-2e-02,522,0.0012445414551337417
Pit30M,01e21524_05,central,2e-02-1e-01,195,0.0006606654711048042
Pit30M,01e21524_05,family_a_W5,0e+00-1e-03,178,0.0017133793175453014
Pit30M,01e21524_05,family_a_W5,1e-03-5e-03,499,0.0022945756930407403
Pit30M,01e21524_05,family_a_W5,5e-03-2e-02,522,0.0012829919293334995
Pit30M,01e21524_05,family_a_W5,2e-02-1e-01,195,0.0006857928206742613
Pit30M,01e21524_06,central,0e+00-1e-03,10447,0.003510432771387567
Pit30M,01e21524_06,central,1e-03-5e-03,11981,0.004568069166131948
Pit30M,01e21524_06,central,5e-03-2e-02,7674,0.005325319963212844
Pit30M,01e21524_06,central,2e-02-1e-01,3577,0.0020423476321629595
Pit30M,01e21524_06,central,1e-01-1e+00,25054,7.744622562150656e-05
Pit30M,01e21524_06,family_a_W5,0e+00-1e-03,10447,0.00351081621990283
Pit30M,01e21524_06,family_a_W5,1e-03-5e-03,11981,0.004565883811978325
Pit30M,01e21524_06,family_a_W5,5e-03-2e-02,7674,0.005324747991264682
Pit30M,01e21524_06,family_a_W5,2e-02-1e-01,3577,0.0020412781479098017
Pit30M,01e21524_06,family_a_W5,1e-01-1e+00,25054,8.003369398315908e-05
Pit30M,01e21524_07,central,0e+00-1e-03,509,0.005711218678545199
Pit30M,01e21524_07,central,1e-03-5e-03,994,0.004989152064289227
Pit30M,01e21524_07,central,5e-03-2e-02,375,0.0010401602954762856
Pit30M,01e21524_07,central,2e-02-1e-01,244,0.0007066326494260875
Pit30M,01e21524_07,central,1e-01-1e+00,3042,3.6586517272992545e-05
Pit30M,01e21524_07,family_a_W5,0e+00-1e-03,509,0.005699095283965316
Pit30M,01e21524_07,family_a_W5,1e-03-5e-03,994,0.004977549340592496
Pit30M,01e21524_07,family_a_W5,5e-03-2e-02,375,0.0010386628201873662
Pit30M,01e21524_07,family_a_W5,2e-02-1e-01,244,0.000711574057197754
Pit30M,01e21524_07,family_a_W5,1e-01-1e+00,3042,4.6140482008832826e-05
Pit30M,01e21524_08,central,0e+00-1e-03,8475,0.005468803710508898
Pit30M,01e21524_08,central,1e-03-5e-03,10070,0.004685427771526125
Pit30M,01e21524_08,central,5e-03-2e-02,6214,0.004307766243573584
Pit30M,01e21524_08,central,2e-02-1e-01,5328,0.0012986549011523702
Pit30M,01e21524_08,central,1e-01-1e+00,27282,0.00022615434072185763
Pit30M,01e21524_08,family_a_W5,0e+00-1e-03,8475,0.005468741154784782
Pit30M,01e21524_08,family_a_W5,1e-03-5e-03,10070,0.00468571436861995
Pit30M,01e21524_08,family_a_W5,5e-03-2e-02,6214,0.004308721089895429
Pit30M,01e21524_08,family_a_W5,2e-02-1e-01,5328,0.0012978695935226263
Pit30M,01e21524_08,family_a_W5,1e-01-1e+00,27282,0.00022786107914494236
Pit30M,01e21524_09,central,0e+00-1e-03,5761,0.004978264061435033
Pit30M,01e21524_09,central,1e-03-5e-03,1131,0.005578564193671699
Pit30M,01e21524_09,central,5e-03-2e-02,1206,0.004459231099437348
Pit30M,01e21524_09,central,2e-02-1e-01,1309,0.0030031968325489374
Pit30M,01e21524_09,central,1e-01-1e+00,74,0.006585040026343863
Pit30M,01e21524_09,family_a_W5,0e+00-1e-03,5761,0.0049756388594660046
Pit30M,01e21524_09,family_a_W5,1e-03-5e-03,1131,0.00557749358989956
Pit30M,01e21524_09,family_a_W5,5e-03-2e-02,1206,0.004459640985280377
Pit30M,01e21524_09,family_a_W5,2e-02-1e-01,1309,0.0030038865022538074
Pit30M,01e21524_09,family_a_W5,1e-01-1e+00,74,0.0066147880374186315
Pit30M,01e21524_10,central,0e+00-1e-03,319,0.004073623858481271
Pit30M,01e21524_10,central,1e-03-5e-03,794,0.003670406757499971
Pit30M,01e21524_10,central,5e-03-2e-02,651,0.0017124525088637935
Pit30M,01e21524_10,central,2e-02-1e-01,231,0.0005198495030104914
Pit30M,01e21524_10,central,1e-01-1e+00,11739,1.152066887258322e-05
Pit30M,01e21524_10,family_a_W5,0e+00-1e-03,319,0.004050313324611328
Pit30M,01e21524_10,family_a_W5,1e-03-5e-03,794,0.003655687296953444
Pit30M,01e21524_10,family_a_W5,5e-03-2e-02,651,0.0017094030255740608
Pit30M,01e21524_10,family_a_W5,2e-02-1e-01,231,0.0005318202836570352
Pit30M,01e21524_10,family_a_W5,1e-01-1e+00,11739,2.331871719757503e-05
Pit30M,01e21524_11,central,0e+00-1e-03,14018,0.002799843256909956
Pit30M,01e21524_11,central,1e-03-5e-03,10484,0.0011864738472062996
Pit30M,01e21524_11,central,5e-03-2e-02,8553,0.0008945744393426303
Pit30M,01e21524_11,central,2e-02-1e-01,5807,0.0007722442050811263
Pit30M,01e21524_11,central,1e-01-1e+00,21846,3.7536189317789704e-05
Pit30M,01e21524_11,family_a_W5,0e+00-1e-03,14018,0.0027997164009146637
Pit30M,01e21524_11,family_a_W5,1e-03-5e-03,10484,0.0011842354224628141
Pit30M,01e21524_11,family_a_W5,5e-03-2e-02,8553,0.0008971137005345142
Pit30M,01e21524_11,family_a_W5,2e-02-1e-01,5807,0.0007705350262119363
Pit30M,01e21524_11,family_a_W5,1e-01-1e+00,21846,4.2647861039718536e-05
Pit30M,01e21524_12,central,0e+00-1e-03,11336,0.005490210809468857
Pit30M,01e21524_12,central,1e-03-5e-03,10318,0.0044418148110582385
Pit30M,01e21524_12,central,5e-03-2e-02,4510,0.005127997320072322
Pit30M,01e21524_12,central,2e-02-1e-01,3217,0.003570092768710348
Pit30M,01e21524_12,central,1e-01-1e+00,19691,1.2792060070362166e-05
Pit30M,01e21524_12,family_a_W5,0e+00-1e-03,11336,0.005490127587357218
Pit30M,01e21524_12,family_a_W5,1e-03-5e-03,10318,0.0044412212204396825
Pit30M,01e21524_12,family_a_W5,5e-03-2e-02,4510,0.0051265258259127165
Pit30M,01e21524_12,family_a_W5,2e-02-1e-01,3217,0.0035688479878058163
Pit30M,01e21524_12,family_a_W5,1e-01-1e+00,19691,2.202011357917897e-05
Pit30M,01e86404_00,central,0e+00-1e-03,1087,0.00786270460098737
Pit30M,01e86404_00,central,1e-03-5e-03,1013,0.006556906384242101
Pit30M,01e86404_00,central,5e-03-2e-02,205,0.0005613126870264015
Pit30M,01e86404_00,central,2e-02-1e-01,103,0.00017444529638314314
Pit30M,01e86404_00,family_a_W5,0e+00-1e-03,1087,0.007860006488873089
Pit30M,01e86404_00,family_a_W5,1e-03-5e-03,1013,0.0065565276764852735
Pit30M,01e86404_00,family_a_W5,5e-03-2e-02,205,0.0005664250360524622
Pit30M,01e86404_00,family_a_W5,2e-02-1e-01,103,0.00012048859065817426
Pit30M,01e86404_01,central,0e+00-1e-03,121997,0.01626890786967388
Pit30M,01e86404_01,central,1e-03-5e-03,67325,0.015969991698899625
Pit30M,01e86404_01,central,5e-03-2e-02,18353,0.007953077012501341
Pit30M,01e86404_01,central,2e-02-1e-01,12144,0.0031378720577707577
Pit30M,01e86404_01,central,1e-01-1e+00,68772,0.00013931818534309868
Pit30M,01e86404_01,family_a_W5,0e+00-1e-03,121997,0.01626886878781358
Pit30M,01e86404_01,family_a_W5,1e-03-5e-03,67325,0.015969464222381383
Pit30M,01e86404_01,family_a_W5,5e-03-2e-02,18353,0.007952412333756072
Pit30M,01e86404_01,family_a_W5,2e-02-1e-01,12144,0.0031366140516991296
Pit30M,01e86404_01,family_a_W5,1e-01-1e+00,68772,0.00014005703665617844
Pit30M,020829cb_00,central,0e+00-1e-03,10646,0.0180718077853835
Pit30M,020829cb_00,central,1e-03-5e-03,2319,0.00774887547816781
Pit30M,020829cb_00,central,5e-03-2e-02,1347,0.001145632163041359
Pit30M,020829cb_00,central,2e-02-1e-01,743,0.00020739518647564908
Pit30M,020829cb_00,central,1e-01-1e+00,7613,1.3766973854335828e-05
Pit30M,020829cb_00,family_a_W5,0e+00-1e-03,10646,0.018071566395256144
Pit30M,020829cb_00,family_a_W5,1e-03-5e-03,2319,0.007748078524918258
Pit30M,020829cb_00,family_a_W5,5e-03-2e-02,1347,0.0011440786559734047
Pit30M,020829cb_00,family_a_W5,2e-02-1e-01,743,0.0002091674432472132
Pit30M,020829cb_00,family_a_W5,1e-01-1e+00,7613,2.040387545800672e-05
Pit30M,020829cb_01,central,0e+00-1e-03,71410,0.02028114072433361
Pit30M,020829cb_01,central,1e-03-5e-03,42850,0.017720725274560156
Pit30M,020829cb_01,central,5e-03-2e-02,4581,0.0051562733195520925
Pit30M,020829cb_01,central,2e-02-1e-01,2619,0.001325334650279586
Pit30M,020829cb_01,central,1e-01-1e+00,35093,2.5350758620897244e-05
Pit30M,020829cb_01,family_a_W5,0e+00-1e-03,71410,0.020281185438094804
Pit30M,020829cb_01,family_a_W5,1e-03-5e-03,42850,0.017720671960928077
Pit30M,020829cb_01,family_a_W5,5e-03-2e-02,4581,0.0051554268060356985
Pit30M,020829cb_01,family_a_W5,2e-02-1e-01,2619,0.0013198510546013707
Pit30M,020829cb_01,family_a_W5,1e-01-1e+00,35093,2.933518836745576e-05
Pit30M,020829cb_02,central,0e+00-1e-03,1349,0.002968015699101268
Pit30M,020829cb_02,central,1e-03-5e-03,3955,0.0025309186298735947
Pit30M,020829cb_02,central,5e-03-2e-02,2631,0.0015901398896161776
Pit30M,020829cb_02,central,2e-02-1e-01,1513,8.050660455034826e-05
Pit30M,020829cb_02,central,1e-01-1e+00,8782,2.333417307902225e-05
Pit30M,020829cb_02,family_a_W5,0e+00-1e-03,1349,0.0029682750665313714
Pit30M,020829cb_02,family_a_W5,1e-03-5e-03,3955,0.002530312886915921
Pit30M,020829cb_02,family_a_W5,5e-03-2e-02,2631,0.001576085419686555
Pit30M,020829cb_02,family_a_W5,2e-02-1e-01,1513,9.135674300734814e-05
Pit30M,020829cb_02,family_a_W5,1e-01-1e+00,8782,2.309131731011732e-05
Pit30M,0209f084_00,central,0e+00-1e-03,293,0.019401670577445004
Pit30M,0209f084_00,central,1e-03-5e-03,752,0.012712406929575856
Pit30M,0209f084_00,central,5e-03-2e-02,535,0.0061401751381849005
Pit30M,0209f084_00,central,2e-02-1e-01,465,0.0071559545430654
Pit30M,0209f084_00,central,1e-01-1e+00,8431,0.0005178220068138144
Pit30M,0209f084_00,family_a_W5,0e+00-1e-03,293,0.01939391432734607
Pit30M,0209f084_00,family_a_W5,1e-03-5e-03,752,0.012711429700992871
Pit30M,0209f084_00,family_a_W5,5e-03-2e-02,535,0.006138751147799092
Pit30M,0209f084_00,family_a_W5,2e-02-1e-01,465,0.007155734291637888
Pit30M,0209f084_00,family_a_W5,1e-01-1e+00,8431,0.000521619727317292
Pit30M,0209f084_01,central,0e+00-1e-03,30748,0.00811912684221325
Pit30M,0209f084_01,central,1e-03-5e-03,27459,0.008554442457845566
Pit30M,0209f084_01,central,5e-03-2e-02,9961,0.005901085497566579
Pit30M,0209f084_01,central,2e-02-1e-01,6927,0.0026749650067525873
Pit30M,0209f084_01,central,1e-01-1e+00,49376,0.00014937277030168655
Pit30M,0209f084_01,family_a_W5,0e+00-1e-03,30748,0.008119340026818503
Pit30M,0209f084_01,family_a_W5,1e-03-5e-03,27459,0.008553841984422689
Pit30M,0209f084_01,family_a_W5,5e-03-2e-02,9961,0.00590418101234095
Pit30M,0209f084_01,family_a_W5,2e-02-1e-01,6927,0.002678607749375938
Pit30M,0209f084_01,family_a_W5,1e-01-1e+00,49376,0.00015058899576170622
Pit30M,021286dc_00,central,0e+00-1e-03,4072,0.004299472112803073
Pit30M,021286dc_00,central,1e-03-5e-03,2548,0.00577240453329581
Pit30M,021286dc_00,central,5e-03-2e-02,711,0.005317637455174135
Pit30M,021286dc_00,central,2e-02-1e-01,456,0.005352003131671786
Pit30M,021286dc_00,central,1e-01-1e+00,6833,1.5082536548077956e-05
Pit30M,021286dc_00,family_a_W5,0e+00-1e-03,4072,0.0042988580570474605
Pit30M,021286dc_00,family_a_W5,1e-03-5e-03,2548,0.005774980056038783
Pit30M,021286dc_00,family_a_W5,5e-03-2e-02,711,0.005322653975462878
Pit30M,021286dc_00,family_a_W5,2e-02-1e-01,456,0.005342062986514292
Pit30M,021286dc_00,family_a_W5,1e-01-1e+00,6833,2.3639599377496286e-05
Pit30M,021286dc_01,central,0e+00-1e-03,18253,0.004704648292802381
Pit30M,021286dc_01,central,1e-03-5e-03,15376,0.004123915504666753
Pit30M,021286dc_01,central,5e-03-2e-02,8785,0.005679173869843009
Pit30M,021286dc_01,central,2e-02-1e-01,1891,0.0017660120850421348
Pit30M,021286dc_01,central,1e-01-1e+00,3331,0.00017463575786799853
Pit30M,021286dc_01,family_a_W5,0e+00-1e-03,18253,0.0047038006273897705
Pit30M,021286dc_01,family_a_W5,1e-03-5e-03,15376,0.00412306958680389
Pit30M,021286dc_01,family_a_W5,5e-03-2e-02,8785,0.005677954125516748
Pit30M,021286dc_01,family_a_W5,2e-02-1e-01,1891,0.0017594408082876212
Pit30M,021286dc_01,family_a_W5,1e-01-1e+00,3331,0.0001759131591785518
Pit30M,021286dc_02,central,0e+00-1e-03,19445,0.004257675073399689
Pit30M,021286dc_02,central,1e-03-5e-03,10390,0.007474521783667385
Pit30M,021286dc_02,central,5e-03-2e-02,4546,0.009907009512685437
Pit30M,021286dc_02,central,2e-02-1e-01,3844,0.007403517574617034
Pit30M,021286dc_02,central,1e-01-1e+00,7930,0.00033039916685419094
Pit30M,021286dc_02,family_a_W5,0e+00-1e-03,19445,0.00425861095373477
Pit30M,021286dc_02,family_a_W5,1e-03-5e-03,10390,0.007474342242470868
Pit30M,021286dc_02,family_a_W5,5e-03-2e-02,4546,0.009907189188733706
Pit30M,021286dc_02,family_a_W5,2e-02-1e-01,3844,0.007399147465999571
Pit30M,021286dc_02,family_a_W5,1e-01-1e+00,7930,0.00032562280349649283
Pit30M,024e8e83_00,central,0e+00-1e-03,63270,0.012027811816338647
Pit30M,024e8e83_00,central,1e-03-5e-03,75794,0.013591132383891874
Pit30M,024e8e83_00,central,5e-03-2e-02,53674,0.012847992372199626
Pit30M,024e8e83_00,central,2e-02-1e-01,28882,0.007485105059705609
Pit30M,024e8e83_00,central,1e-01-1e+00,39870,0.000798218571690288
Pit30M,024e8e83_00,family_a_W5,0e+00-1e-03,63270,0.012027169855533485
Pit30M,024e8e83_00,family_a_W5,1e-03-5e-03,75794,0.013590775771759437
Pit30M,024e8e83_00,family_a_W5,5e-03-2e-02,53674,0.012846851528848579
Pit30M,024e8e83_00,family_a_W5,2e-02-1e-01,28882,0.007483486266523532
Pit30M,024e8e83_00,family_a_W5,1e-01-1e+00,39870,0.0007978954735773751
