ds_factor,noise_sigma,jitter_sigma,method,median,q1,q3
5,0.05,0.02,smoothing_spline_tuned,0.24784948969359472,0.1722774550261184,0.3746361040550601
5,0.2,0.0,central,0.3081304981265174,0.3020297874993119,0.33310477218372925
5,0.2,0.0,family_a_W5,0.1287438718560383,0.12592215135211376,0.13435169800488098
5,0.2,0.0,family_a_W7,0.12947065488448264,0.11742185127146663,0.14326885819757018
5,0.2,0.0,savgol_w7p3,0.22624754210090026,0.22008953686118993,0.24483231211474327
5,0.2,0.0,smoothing_spline_default,0.5022681384890908,0.4973478257990347,0.5124880991127161
5,0.2,0.0,smoothing_spline_tuned,0.1457061723108283,0.14343981681975673,0.1587699108586669
5,0.2,0.005,central,0.32709651666893313,0.31627401495481566,0.34000639458831106
5,0.2,0.005,family_a_W5,0.1338415590251426,0.12762146802539415,0.1345340274788891
5,0.2,0.005,family_a_W7,0.13093627680897788,0.11752715723847167,0.14623367037886337
5,0.2,0.005,savgol_w7p3,0.23345067003412362,0.22347143891344012,0.2431458871484227
5,0.2,0.005,smoothing_spline_default,0.5007590731313388,0.4913948416548405,0.5069351508640083
5,0.2,0.005,smoothing_spline_tuned,0.14776282229733925,0.1384780624744707,0.16788920914255473
5,0.2,0.02,central,0.37694284938223444,0.3408676514317032,0.4151087948496076
5,0.2,0.02,family_a_W5,0.1455314269006771,0.14000120751629316,0.16778623956619623
5,0.2,0.02,family_a_W7,0.13709781277765087,0.12281342155759585,0.15013682237779813
5,0.2,0.02,savgol_w7p3,0.22998509391398364,0.2248214876375411,0.24375553001511807
5,0.2,0.02,smoothing_spline_default,0.49812164441615436,0.4952437051155714,0.5003709977701929
5,0.2,0.02,smoothing_spline_tuned,0.1628656384614846,0.1399001548755887,0.17813357340461658
5,0.5,0.0,central,0.7825597372113208,0.7595659672816066,0.8099102322035194
5,0.5,0.0,family_a_W5,0.27659898825259516,0.2704587539297357,0.2924825622069991
5,0.5,0.0,family_a_W7,0.19789849095077722,0.19097783304861377,0.20636781485447014
5,0.5,0.0,savgol_w7p3,0.5664190278999887,0.5463411777522156,0.589377030736635
5,0.5,0.0,smoothing_spline_default,0.4727153065171712,0.46736417393801843,0.48913370052366795
5,0.5,0.0,smoothing_spline_tuned,0.21891674217701934,0.21702925475995902,0.2469900143011593
5,0.5,0.005,central,0.7890802445120617,0.7627113193753103,0.8169191395134368
5,0.5,0.005,family_a_W5,0.2837084088987917,0.27336530904643214,0.29171293945128784
5,0.5,0.005,family_a_W7,0.20083544101123918,0.19465375951765188,0.20498118173440527
5,0.5,0.005,savgol_w7p3,0.5752369794807,0.5466001226335278,0.5910368204443731
5,0.5,0.005,smoothing_spline_default,0.47289586359220537,0.4702029447317033,0.47634688813928616
5,0.5,0.005,smoothing_spline_tuned,0.2339257475410979,0.21498196661547792,0.2589538595832085
5,0.5,0.02,central,0.8355781350297233,0.7881582378753831,0.8466559607430302
5,0.5,0.02,family_a_W5,0.2967277861041859,0.2773879330323998,0.30367136322261484
5,0.5,0.02,family_a_W7,0.20766727322942802,0.20331151269535458,0.21231799800505988
5,0.5,0.02,savgol_w7p3,0.5581287513376808,0.5508527272215504,0.5975785136162753
5,0.5,0.02,smoothing_spline_default,0.4752156769899326,0.472298967345334,0.47728203903948285
5,0.5,0.02,smoothing_spline_tuned,0.21844897801270846,0.21000045859949582,0.2283616184708867
10,0.0,0.0,central,0.07564533593356124,0.06532408903259752,0.08977680646355976
10,0.0,0.0,family_a_W5,0.1803053043016295,0.1589956981439068,0.20571362853304964
10,0.0,0.0,family_a_W7,0.2716255543567382,0.2444007503034847,0.28842804061523925
