scenario,method,fs,noise_sigma,rmse_med,rmse_iqr,bias_med,n_seeds
straight_var,forward,2.0,0.2,0.6108481883022829,0.14652874600345078,0.1424872169244646,10
straight_var,forward,5.0,0.0,0.0475033229120484,2.1317138160829863e-05,0.04749999999999957,10
straight_var,forward,5.0,0.01,0.08592455396847484,0.006472298804631252,0.04832413599741814,10
straight_var,forward,5.0,0.05,0.36049213816905534,0.034858812982290044,0.06514131245648207,10
straight_var,forward,5.0,0.2,1.4036302774264922,0.10674015330788134,0.34654223765998704,10
straight_var,forward,10.0,0.0,0.023774559729160094,5.9405632518903795e-05,0.023749999999999362,10
straight_var,forward,10.0,0.01,0.14588092586053014,0.008177033362550878,0.026635015191826338,10
straight_var,forward,10.0,0.05,0.7181146409635055,0.03044203409763413,0.09327317189270226,10
straight_var,forward,10.0,0.2,2.819978628785665,0.1759881414493174,1.0671132471737557,10
straight_var,forward,50.0,0.0,0.00488850519494422,0.0002874392855695563,0.004750000000000392,10
straight_var,forward,50.0,0.01,0.9438295934848835,1.0848614437451531,0.12028057770125644,10
straight_var,forward,50.0,0.05,5.351745439521955,6.669924666588839,2.070234634457793,10
straight_var,forward,50.0,0.2,24.261287907826617,26.97763426139243,15.355539984291092,10
straight_var,savgol_w7p3,2.0,0.0,0.011658828817369148,0.02856039005240149,9.282897031704534e-15,10
straight_var,savgol_w7p3,2.0,0.01,0.017528389962245407,0.018200129995493045,-0.00020043765888705557,10
straight_var,savgol_w7p3,2.0,0.05,0.05328361374675774,0.010750400546222415,-0.0007072541361246092,10
straight_var,savgol_w7p3,2.0,0.2,0.19908410042243335,0.0507677762212666,0.0009076144959342606,10
straight_var,savgol_w7p3,5.0,0.0,0.03294119234124322,0.07391693847672293,-1.7925831759140027e-14,10
straight_var,savgol_w7p3,5.0,0.01,0.046594570982757696,0.0532455036965401,0.00022525869972571557,10
straight_var,savgol_w7p3,5.0,0.05,0.13678746937297748,0.0149333204879038,0.0029655730532367154,10
straight_var,savgol_w7p3,5.0,0.2,0.5107155745671826,0.04535720229804724,0.03393158418394188,10
straight_var,savgol_w7p3,10.0,0.0,0.06968359031433964,0.145847632396794,0.0002542360537937936,10
straight_var,savgol_w7p3,10.0,0.01,0.09963144358240578,0.10217237878442287,0.0008813758730166072,10
straight_var,savgol_w7p3,10.0,0.05,0.2577715005774076,0.045518332207748036,0.010301016640990179,10
straight_var,savgol_w7p3,10.0,0.2,0.9774786482934579,0.059962236513394274,0.13106568594758955,10
straight_var,savgol_w7p3,50.0,0.0,0.3378416919294524,0.7484762891047188,1.4226935081984866e-13,10
straight_var,savgol_w7p3,50.0,0.01,0.499713577247652,0.5277192016527995,0.008386319527852683,10
straight_var,savgol_w7p3,50.0,0.05,1.29631352256461,0.19615160649891616,0.22904345626071357,10
straight_var,savgol_w7p3,50.0,0.2,5.094537815001306,0.08122596411435712,2.9772633062894607,10
straight_var,smoothing_spline,2.0,0.0,4.803228142298442e-15,1.5744680680217357e-15,-1.2749657960211476e-15,10
straight_var,smoothing_spline,2.0,0.01,0.0009840375970431529,0.0002313863692783003,-3.545033110393419e-06,10
straight_var,smoothing_spline,2.0,0.05,0.004922385408492715,0.0011651543699742238,-1.002439125615925e-05,10
straight_var,smoothing_spline,2.0,0.2,0.01972274517249544,0.004784683623318676,7.585747712350024e-05,10
straight_var,smoothing_spline,5.0,0.0,9.797547542815936e-15,1.4734500777846146e-15,9.455196088840619e-16,10
straight_var,smoothing_spline,5.0,0.01,0.0007534950265572662,0.000436731014452381,-4.429104073133378e-05,10
straight_var,smoothing_spline,5.0,0.05,0.003763108094304313,0.0021832179682622593,-0.00021821428939257262,10
straight_var,smoothing_spline,5.0,0.2,0.014984939271037986,0.008726964052722745,-0.0008244666804737554,10
straight_var,smoothing_spline,10.0,0.0,6.943449843084826e-15,3.317668151888146e-15,6.872955243604905e-16,10
straight_var,smoothing_spline,10.0,0.01,0.0005095620503872703,0.0003915782747334324,8.08988698233621e-06,10
straight_var,smoothing_spline,10.0,0.05,0.0025491923452601213,0.0019651585736690314,4.148050242649771e-05,10
straight_var,smoothing_spline,10.0,0.2,0.010217879272771803,0.007970417389767614,0.00018138384922409647,10
straight_var,smoothing_spline,50.0,0.0,2.001924723883562e-14,2.908769425728608e-15,1.826754310773357e-15,10
straight_var,smoothing_spline,50.0,0.01,0.00032052494787044347,9.146966472298282e-05,-5.034777048598925e-06,10
straight_var,smoothing_spline,50.0,0.05,0.0016031008082146687,0.0004575919828554043,-2.501605576827431e-05,10
straight_var,smoothing_spline,50.0,0.2,0.0064194055804103565,0.0018336469319458143,-9.771026147866021e-05,10
